Возраст,Среднемесячный расход,Средняя продолжительность разговоров,Звонков днем за месяц,Звонков вечером за месяц,Звонков ночью за месяц,Звонки в другие города,Звонки в другие страны,Доля звонков на стационарные телефоны,Количество SMS за месяц,Дата подключения тарифа
33,343.34,2.2,65.0,151.0,4,4,0,14,16,2021-06-09 17:25:40
51,372.75,2.5,51.0,140.0,2,0,0,29,0,2015-11-06 14:49:22
25,503.33,7.3,18.0,78.0,5,2,0,0,45,2019-10-20 14:56:50
42,600.37,5.8,65.0,70.0,1,3,0,11,9,2019-10-06 12:58:13
36,2211.66,6.2,478.0,65.0,34,4,0,19,11,2019-03-30 12:27:43
41,156.28,1.9,33.0,69.0,3,0,2,9,24,2017-05-04 17:34:22
53,,2.4,66.0,155.0,0,27,2,6,1,2015-12-10 12:47:14
30,191.29,2.2,50.0,65.0,1,32,0,10,62,2015-05-11 17:03:57
38,611.71,9.9,43.0,37.0,0,3,0,14,16,2020-06-13 16:09:23
40,627.45,5.0,70.0,98.0,0,6,0,5,52,2020-11-30 15:57:06
34,742.42,9.0,60.0,43.0,3,9,0,3,29,2020-01-01 11:34:30
44,215.82,2.2,65.0,62.0,0,0,0,4,32,2015-12-25 15:54:42
21,251.11,2.7,34.0,104.0,16,0,0,7,32,2020-01-26 18:43:37
58,327.16,3.2,54.0,83.0,3,0,1,20,5,2017-11-03 12:13:19
46,470.87,4.4,66.0,75.0,0,29,1,8,1,2018-04-29 16:47:14
60,27.0,2.5,7.0,2.0,0,0,0,5,2,2018-12-21 13:38:24
68,28.08,1.8,4.0,9.0,0,0,0,2,0,2017-05-18 10:20:33
49,160.24,1.3,70.0,93.0,3,6,1,24,1,2016-06-13 16:31:21
48,26.46,2.1,6.0,8.0,0,0,0,0,0,2017-02-13 11:51:03
21,784.77,7.4,31.0,118.0,5,0,0,6,29,2017-08-07 16:37:38
52,14.86,1.65,6.0,5.0,0,0,0,0,0,2019-09-22 15:39:04
52,9.17,1.6,3.0,4.0,0,0,0,0,0,2016-02-23 12:22:58
39,1021.44,7.6,58.0,111.0,0,0,2,11,43,2017-06-21 13:48:45
41,175.42,1.4,58.0,95.0,6,25,1,10,36,2020-12-20 12:30:58
25,180.02,1.2,66.0,142.0,1,0,0,6,25,2020-10-26 16:48:09
51,461.09,3.1,112.0,74.0,3,0,0,9,1,2019-10-25 12:57:40
29,1771.56,14.8,95.0,85.0,39,24,0,0,72,2021-11-16 11:15:44
19,161.28,1.8,59.0,64.0,10,0,0,6,94,2021-01-30 17:47:12
20,123.07,2.4,12.0,67.0,3,0,0,4,49,2017-03-17 15:46:16
59,183.54,2.3,55.0,36.0,0,30,0,10,2,2021-12-09 18:41:13
38,347.8,2.8,87.0,70.0,4,5,0,5,17,2018-05-02 15:11:21
50,1911.89,8.6,298.0,51.0,0,7,3,24,0,2020-02-09 17:50:19
50,812.17,7.5,62.0,81.0,4,6,0,3,1,2015-09-21 16:07:45
33,82.33,1.1,42.0,57.0,3,10,1,17,9,2015-03-08 10:59:15
30,888.23,8.4,83.0,49.0,0,33,0,12,19,2018-02-22 18:24:58
29,195.3,1.8,31.0,111.0,0,0,0,20,20,2021-07-29 17:15:14
52,18.84,2.3,3.0,7.0,0,0,0,0,0,2015-03-18 15:01:05
30,1113.13,7.4,108.0,115.0,105,3,0,12,81,2017-08-26 18:25:53
38,727.84,5.8,61.0,111.0,0,1,0,0,38,2016-11-26 11:11:10
63,33.6,2.0,10.0,4.0,0,0,0,2,0,2016-03-27 13:49:20
31,224.73,2.8,45.0,63.0,0,0,0,26,59,2019-12-10 13:37:07
38,307.44,3.6,33.0,74.0,2,0,0,4,52,2018-10-16 11:48:03
43,154.47,2.5,42.0,37.0,2,15,3,5,22,2018-08-03 14:42:32
24,139.31,2.7,33.0,44.0,8,0,0,2,21,2016-02-18 13:42:50
65,24.0,1.0,11.0,9.0,0,0,0,10,1,2020-12-18 15:07:31
55,114.73,1.1,47.0,82.0,2,40,0,27,5,2018-07-24 15:33:18
21,315.51,3.9,16.0,109.0,4,0,0,0,31,2019-11-22 14:27:47
43,347.55,3.1,57.0,96.0,0,2,0,10,41,2021-04-29 12:15:31
19,312.97,3.4,4.0,119.0,17,2,0,7,22,2021-07-19 13:51:19
38,113.68,1.6,43.0,39.0,3,35,0,10,20,2016-08-21 12:37:44
25,241.36,1.6,67.0,120.0,1,0,0,6,12,2017-06-02 17:11:21
48,185.02,3.7,49.0,9.0,1,5,2,8,4,2015-07-19 14:20:46
54,111.79,1.5,44.0,55.0,0,0,2,4,3,2017-04-03 17:11:37
47,542.85,5.5,58.0,59.0,2,0,1,6,5,2017-09-19 18:09:22
58,275.31,1.9,58.0,126.0,0,0,0,8,5,2021-04-18 10:57:50
30,4160.03,13.4,333.0,94.0,33,39,11,2,6,2020-02-26 18:05:05
45,28.8,2.0,5.0,10.0,2,0,0,0,0,2015-02-19 12:02:40
58,135.3,1.2,96.0,41.0,2,3,0,25,3,2020-09-25 14:13:47
36,1329.29,9.4,114.0,113.0,64,45,1,6,66,2020-06-09 16:02:20
57,291.87,2.9,48.0,90.0,0,0,0,24,4,2021-05-15 14:02:15
26,813.13,6.9,30.0,143.0,0,22,0,13,31,2016-02-27 12:20:17
32,278.43,4.7,31.0,48.0,4,0,0,1,10,2020-08-07 14:40:22
55,611.77,9.8,38.0,44.0,2,1,0,13,4,2015-05-02 16:38:07
45,364.71,3.3,70.0,71.0,7,12,0,26,1,2019-07-06 17:59:53
64,44.64,1.2,15.0,16.0,0,0,0,5,1,2016-01-04 18:50:01
21,42.52,0.5,57.0,59.0,35,0,0,2,34,2016-01-31 18:02:26
65,7.2,1.0,5.0,1.0,0,0,0,3,3,2019-01-23 17:36:19
58,502.27,3.8,62.0,119.0,3,29,0,20,5,2015-07-06 12:14:09
27,333.48,2.4,70.0,99.0,3,28,0,26,37,2021-07-29 14:09:59
39,170.1,2.7,35.0,41.0,0,34,1,8,12,2017-09-01 12:23:20
60,71.47,1.1,,48.0,0,0,0,29,0,2020-01-18 11:51:03
31,839.06,8.9,57.0,67.0,2,31,2,2,58,2018-08-06 13:14:30
59,169.78,2.1,36.0,63.0,3,15,0,7,4,2016-07-15 17:13:19
28,272.58,2.2,56.0,98.0,0,3,0,29,66,2021-08-02 14:25:56
43,518.77,3.2,109.0,100.0,3,0,0,11,12,2019-06-30 18:28:32
53,328.69,3.0,36.0,120.0,2,0,0,14,3,2016-06-15 11:23:46
44,319.52,3.3,49.0,81.0,4,6,0,25,2,2017-09-23 14:51:40
44,248.43,2.6,64.0,60.0,0,0,0,1,1,2017-10-15 17:19:09
55,306.78,2.8,80.0,59.0,2,3,0,15,2,2016-12-05 16:39:44
21,34.53,0.4,51.0,70.0,29,0,0,8,48,2018-02-11 18:06:14
58,668.47,6.6,53.0,84.0,2,11,0,13,4,2018-02-12 18:52:52
33,981.82,7.4,118.0,110.0,30,5,0,0,45,2015-07-30 13:46:58
59,305.76,4.8,43.0,40.0,0,1,0,0,2,2020-01-17 14:55:39
40,375.37,3.9,46.0,70.0,5,4,0,8,10,2019-10-25 17:25:55
26,594.19,5.3,48.0,109.0,0,32,0,0,22,2017-09-30 17:12:17
21,18.92,0.6,32.0,16.0,3,0,0,5,41,2021-01-07 14:14:23
60,353.22,5.8,34.0,39.0,0,0,0,21,4,2021-07-15 15:24:13
66,9.0,2.5,2.0,1.0,0,0,0,5,0,2016-12-30 11:37:28
36,2566.2,20.0,97.0,109.0,58,7,0,8,16,2019-06-13 13:02:55
62,3890.16,12.4,355.0,130.0,15,10,0,25,4,2019-06-28 14:44:09
59,456.75,4.5,64.0,55.0,0,6,0,30,5,2017-11-10 17:24:25
40,576.35,3.3,111.0,91.0,3,0,0,8,22,2018-06-06 13:23:40
58,186.8,1.7,71.0,72.0,1,4,1,6,3,2017-11-25 17:42:26
23,491.54,6.1,48.0,75.0,7,0,0,0,44,2017-03-28 17:37:46
26,166.07,3.3,42.0,16.0,8,29,1,12,21,2015-06-17 16:45:26
55,322.07,3.2,47.0,92.0,0,0,0,17,3,2017-08-27 13:13:26
26,80.85,1.5,45.0,12.0,2,45,2,5,43,2018-03-09 13:32:38
45,188.04,3.6,34.0,34.0,0,22,0,16,5,2015-06-10 15:12:31
33,851.03,8.0,60.0,82.0,0,0,0,6,23,2020-04-03 18:31:29
35,323.4,3.3,77.0,31.0,0,0,1,15,21,2019-06-08 14:09:31
49,554.19,5.8,58.0,68.0,0,33,0,0,4,2019-04-15 15:54:47
58,438.57,3.4,50.0,130.0,5,0,0,6,0,2017-07-11 14:17:17
38,247.92,2.8,36.0,88.0,0,4,0,11,37,2015-01-14 10:17:55
48,8.11,0.9,6.0,5.0,0,0,0,0,0,2019-07-13 14:50:51
69,3147.99,11.4,350.0,79.0,9,8,0,16,0,2019-03-06 17:16:15
40,436.09,4.2,57.0,83.0,0,20,0,1,30,2021-12-03 12:51:45
39,252.0,2.5,41.0,86.0,0,0,0,9,23,2016-10-02 17:36:32
52,814.34,6.8,42.0,129.0,0,15,1,13,5,2016-02-13 11:34:17
59,360.61,5.1,34.0,63.0,0,35,1,3,5,2020-07-10 12:01:29
53,358.05,3.3,83.0,38.0,0,0,0,17,1,2015-03-16 13:04:23
53,501.06,3.8,43.0,144.0,6,19,0,8,2,2020-05-02 13:51:24
30,470.77,3.9,66.0,93.0,7,2,2,23,39,2021-09-25 13:07:47
20,192.95,2.6,3.0,110.0,7,0,0,7,33,2017-10-30 10:04:41
45,203.84,2.8,36.0,54.0,0,0,1,27,2,2015-01-10 13:49:39
34,748.44,3.6,106.0,148.0,0,0,0,27,39,2019-02-14 14:27:48
39,113.45,1.3,35.0,88.0,0,5,0,13,62,2020-04-01 16:21:21
44,826.77,9.3,62.0,40.0,0,0,2,6,32,2017-04-21 14:15:27
60,850.85,8.5,48.0,76.0,0,10,2,9,4,2021-07-19 15:17:30
45,445.9,4.0,59.0,92.0,0,0,0,5,4,2016-09-17 11:46:04
21,169.05,2.3,2.0,98.0,10,0,0,10,41,2016-01-01 16:04:23
50,116.57,1.5,56.0,42.0,2,0,0,0,2,2016-07-08 13:13:08
34,5.9,0.9,2.0,6.0,0,0,0,0,0,2021-11-25 17:50:45
42,226.8,2.7,61.0,34.0,0,0,0,23,16,2020-07-26 14:57:11
51,296.97,3.6,59.0,44.0,5,38,2,22,2,2019-08-28 11:22:13
60,161.16,2.0,57.0,45.0,3,5,0,21,3,2019-10-22 17:44:56
53,579.88,3.8,44.0,156.0,0,28,0,11,1,2018-01-21 11:21:14
27,155.94,1.7,91.0,14.0,4,21,0,2,30,2019-01-19 17:18:37
65,46.8,2.6,6.0,9.0,0,0,0,6,3,2019-08-16 16:31:33
30,248.43,4.0,45.0,34.0,1,5,0,2,21,2016-03-13 16:45:12
21,141.05,1.3,45.0,110.0,0,0,0,6,34,2019-02-11 14:34:28
20,16.27,3.1,2.0,2.0,7,0,0,2,31,2016-02-22 10:16:47
43,509.09,5.4,32.0,103.0,0,5,0,6,49,2016-06-23 15:46:31
52,588.05,3.7,67.0,154.0,3,33,1,6,5,2015-12-08 16:40:58
43,736.96,9.4,61.0,26.0,0,5,1,16,33,2018-05-29 17:43:13
44,11.47,1.4,6.0,4.0,0,0,0,0,0,2019-02-15 13:38:06
42,599.96,6.9,31.0,91.0,3,1,1,7,39,2015-04-30 16:58:27
52,475.23,7.3,35.0,42.0,4,0,2,14,1,2020-02-22 11:42:33
30,288.18,2.6,53.0,100.0,0,4,0,16,61,2019-09-21 15:13:33
48,141.67,1.6,64.0,49.0,0,0,0,2,2,2016-05-07 10:19:47
19,485.1,5.5,60.0,64.0,4,0,0,5,46,2016-08-30 10:59:30
70,19.8,1.1,11.0,4.0,0,0,0,1,2,2020-08-29 14:56:28
30,235.53,2.9,33.0,79.0,3,0,0,11,2,2018-05-31 15:48:21
32,287.61,3.5,69.0,32.0,0,0,0,9,23,2016-11-27 11:06:21
46,212.41,1.9,54.0,97.0,5,4,0,0,5,2017-11-12 18:14:16
60,277.22,3.2,67.0,41.0,0,0,0,16,5,2016-09-23 14:20:53
39,10.65,1.0,10.0,3.0,0,0,0,0,0,2016-06-14 18:39:17
19,48.16,0.6,45.0,79.0,4,0,0,2,36,2019-07-18 15:40:26
54,1212.85,8.5,63.0,135.0,0,5,0,17,1,2018-06-06 14:19:17
32,493.44,3.2,120.0,114.0,46,42,2,8,50,2017-02-08 16:25:23
34,93.64,1.4,48.0,37.0,0,4,0,20,40,2016-07-02 13:53:36
25,1239.64,8.8,119.0,123.0,32,6,0,13,22,2017-06-19 18:06:13
40,725.86,4.3,99.0,125.0,0,1,0,4,11,2019-11-10 12:27:40
37,173.07,1.9,50.0,69.0,8,0,0,11,54,2015-08-19 12:26:17
58,637.22,5.7,48.0,106.0,3,25,0,28,4,2017-12-07 12:35:01
51,12.96,1.2,8.0,4.0,0,0,0,0,0,2015-12-12 16:28:27
25,574.51,5.8,57.0,72.0,7,43,0,22,12,2019-04-07 10:03:02
20,135.55,1.4,26.0,111.0,30,0,0,3,26,2020-10-18 10:44:36
41,339.39,2.4,49.0,153.0,0,25,0,4,48,2019-07-05 11:02:47
33,212.94,2.4,54.0,85.0,47,6,0,14,90,2016-09-29 12:17:04
40,1044.74,7.7,57.0,133.0,0,1,0,20,21,2016-01-02 13:50:22
41,1144.11,9.7,55.0,88.0,5,7,0,0,59,2016-12-16 12:57:40
47,164.64,1.4,62.0,79.0,4,26,0,8,2,2020-06-14 13:42:17
63,71.28,2.2,16.0,11.0,0,0,0,7,2,2018-01-02 10:23:25
35,2011.79,13.8,119.0,130.0,36,7,0,3,25,2017-02-27 16:51:03
46,462.08,6.2,60.0,33.0,0,0,0,1,2,2015-11-28 12:06:18
48,15.3,1.7,3.0,7.0,0,0,0,0,0,2020-11-30 17:39:41
66,40.32,,9.0,7.0,0,0,0,9,0,2020-09-03 16:40:11
43,12.53,1.7,3.0,6.0,0,0,0,0,0,2019-01-04 11:40:30
49,207.41,2.2,59.0,65.0,0,0,0,24,3,2020-02-22 17:02:30
47,544.0,4.0,44.0,150.0,3,0,0,9,5,2021-05-17 17:47:06
49,343.6,3.1,59.0,91.0,0,24,0,13,2,2016-12-16 18:12:41
58,606.81,4.4,70.0,117.0,3,0,0,13,5,2016-06-15 11:25:27
43,163.07,1.6,50.0,88.0,4,19,0,6,42,2015-06-26 16:10:37
41,486.08,6.2,53.0,38.0,0,22,0,27,31,2015-10-07 18:01:25
40,409.34,3.4,67.0,95.0,0,7,1,2,47,2016-07-13 13:34:27
31,266.07,2.1,65.0,87.0,6,10,0,24,23,2020-03-10 12:07:32
58,765.99,6.5,82.0,69.0,0,0,0,10,0,2018-02-23 10:16:55
34,1068.25,7.0,112.0,146.0,43,46,0,2,89,2015-03-06 11:17:50
65,26.88,1.6,8.0,6.0,0,0,0,5,2,2021-01-08 10:43:46
31,249.7,2.8,58.0,57.0,4,17,2,16,24,2019-05-15 17:55:34
49,102.48,1.2,58.0,40.0,0,1,0,12,5,2021-10-08 12:23:46
19,181.12,2.5,31.0,68.0,9,4,0,4,33,2019-07-16 17:39:46
41,249.7,2.8,53.0,66.0,0,0,0,10,4,2015-03-04 13:35:47
39,542.41,6.5,42.0,72.0,0,37,2,25,2,2020-04-08 13:24:08
40,445.2,4.0,46.0,94.0,0,23,0,7,23,2015-08-21 11:33:43
49,438.48,2.9,58.0,134.0,0,10,0,19,4,2017-12-04 17:55:18
48,101.92,1.6,38.0,45.0,4,3,1,16,2,2020-09-13 18:31:58
69,35.88,1.3,16.0,7.0,0,0,0,6,2,2017-12-28 17:23:31
28,1170.79,8.2,90.0,120.0,103,13,0,0,152,2017-06-12 12:01:02
35,2563.36,19.4,65.0,124.0,106,4,0,0,78,2015-08-15 17:38:44
29,102.03,1.1,43.0,71.0,3,0,0,1,3,2020-04-15 13:36:17
29,1148.07,7.7,52.0,140.0,0,25,0,17,15,2018-01-01 17:19:43
56,193.83,1.3,106.0,64.0,0,1,1,3,3,2018-07-31 17:47:58
33,868.17,7.7,65.0,85.0,0,0,0,16,30,2016-01-22 17:28:25
49,402.84,3.4,68.0,88.0,4,5,0,21,5,2016-01-08 11:32:24
44,232.28,3.3,32.0,64.0,3,0,2,24,3,2017-12-05 12:47:39
40,690.9,8.4,41.0,58.0,3,3,0,9,4,2017-09-22 10:07:52
54,397.88,2.8,60.0,117.0,4,0,0,10,1,2020-05-24 16:48:03
55,697.2,8.3,54.0,44.0,0,5,1,15,2,2021-01-22 16:59:44
28,949.38,8.1,62.0,96.0,0,31,1,5,3,2017-03-31 16:30:34
43,22.95,1.7,6.0,8.0,2,0,0,0,0,2018-07-29 17:08:42
55,317.29,3.4,65.0,53.0,3,3,0,3,3,2020-03-22 12:02:26
40,531.48,3.7,54.0,147.0,5,3,1,14,32,2015-07-24 13:58:41
56,339.9,2.9,50.0,113.0,0,0,0,12,4,2020-09-13 16:12:53
40,570.75,8.0,73.0,9.0,0,11,0,17,15,2018-05-10 16:47:57
55,504.0,4.0,69.0,83.0,0,0,0,0,5,2018-07-18 17:31:46
53,154.56,1.2,94.0,50.0,2,0,1,11,0,2021-02-22 17:26:52
19,394.8,4.7,49.0,61.0,20,0,0,2,70,2018-10-05 17:24:35
47,218.15,2.3,50.0,65.0,1,1,0,6,2,2015-11-17 17:31:42
46,423.48,4.8,33.0,92.0,1,2,0,13,2,2020-01-12 17:10:19
45,206.01,1.4,52.0,158.0,0,34,0,26,0,2016-08-22 14:47:19
51,512.82,3.7,70.0,100.0,0,0,3,4,1,2016-03-30 13:40:53
47,869.5,7.8,92.0,45.0,0,4,0,4,3,2020-09-17 16:43:04
35,1234.34,9.4,83.0,144.0,27,5,0,12,88,2016-08-16 15:52:26
34,121.03,2.5,31.0,33.0,0,0,0,4,30,2021-09-19 14:45:09
52,23.42,1.3,12.0,10.0,0,0,0,0,0,2021-10-27 18:17:26
21,290.47,5.7,45.0,35.0,0,0,0,0,41,2015-11-09 14:10:46
50,214.76,2.6,54.0,41.0,2,0,0,26,5,2021-02-07 10:45:10
35,419.15,5.6,70.0,16.0,7,0,0,17,29,2017-08-25 14:26:14
29,538.65,5.7,38.0,81.0,0,0,0,20,45,2019-08-11 11:39:59
24,48.38,0.7,29.0,77.0,5,0,0,4,42,2021-11-23 15:10:43
47,251.3,3.0,59.0,47.0,3,5,0,16,4,2019-08-03 16:08:18
34,137.97,1.2,62.0,92.0,3,0,0,3,12,2021-03-14 11:25:34
52,1360.8,7.2,92.0,140.0,0,1,0,17,4,2018-10-26 13:16:30
50,252.25,3.6,62.0,22.0,0,0,1,5,4,2018-05-24 12:26:58
41,165.87,1.4,91.0,58.0,0,16,0,0,65,2016-05-19 11:34:23
27,151.54,1.3,50.0,113.0,0,0,0,21,21,2017-02-25 17:27:56
39,411.95,2.9,58.0,141.0,0,0,0,13,32,2018-02-05 18:44:38
29,664.39,7.0,52.0,76.0,0,5,0,24,10,2021-04-17 14:27:23
33,544.67,4.9,29.0,132.0,3,5,0,23,37,2017-07-07 17:06:48
55,146.51,2.0,54.0,39.0,0,0,2,12,3,2020-02-23 18:14:24
19,131.6,2.0,35.0,59.0,0,0,0,5,33,2021-07-03 10:25:31
21,302.23,5.5,1.0,76.0,3,0,0,1,76,2017-07-02 16:10:37
42,321.86,3.8,55.0,43.0,0,25,0,18,3,2019-03-12 14:26:42
32,2582.4,16.0,99.0,131.0,78,13,0,6,88,2021-08-24 17:32:32
39,355.45,4.0,61.0,52.0,3,3,0,20,29,2018-12-20 10:52:39
48,168.1,2.9,39.0,36.0,0,0,0,5,1,2016-02-06 16:50:06
41,36.12,2.1,10.0,10.0,2,0,0,0,0,2016-11-04 13:34:24
54,137.69,1.4,36.0,90.0,1,1,1,1,3,2015-07-02 14:17:39
25,394.98,3.7,41.0,94.0,1,0,0,13,53,2021-03-24 12:39:36
26,198.52,2.3,52.0,60.0,5,0,0,16,60,2019-08-21 10:12:25
52,619.42,5.2,61.0,101.0,0,7,0,11,5,2015-07-25 18:19:17
30,371.88,4.2,63.0,49.0,2,5,0,15,15,2015-01-26 18:09:47
52,293.43,3.7,65.0,32.0,1,4,0,13,3,2015-10-19 13:40:03
57,265.15,2.5,41.0,108.0,1,0,0,3,5,2017-01-07 18:33:45
48,614.25,4.5,73.0,91.0,2,6,1,0,2,2017-11-13 16:59:46
27,826.77,9.3,53.0,52.0,0,3,0,23,61,2020-08-20 12:15:07
48,433.44,4.3,46.0,78.0,2,44,0,2,3,2021-07-19 13:56:09
40,319.39,2.3,102.0,74.0,0,0,0,10,3,2021-07-25 14:54:47
53,19.16,1.8,8.0,5.0,0,0,0,0,0,2015-10-21 13:17:29
60,397.3,3.3,82.0,73.0,2,7,1,7,4,2020-07-05 13:14:04
21,384.75,8.0,11.0,62.0,5,0,0,5,96,2015-06-10 18:57:37
31,1270.16,8.6,143.0,113.0,29,46,1,14,21,2018-07-26 16:15:06
63,3068.68,12.4,255.0,118.0,31,49,3,20,8,2018-08-30 12:45:44
20,51.2,0.7,27.0,74.0,7,0,0,0,30,2016-01-18 18:59:51
68,47.52,2.2,13.0,5.0,0,0,0,4,2,2015-03-22 12:43:36
58,763.44,5.1,110.0,79.0,2,18,0,22,3,2018-01-31 18:50:07
31,145.75,1.1,107.0,57.0,0,0,0,6,67,2015-06-20 18:16:59
31,796.0,7.1,59.0,92.0,2,3,0,27,25,2018-08-14 13:27:27
60,1113.84,6.8,112.0,76.0,0,12,3,4,5,2017-11-29 16:21:45
49,139.65,1.5,60.0,49.0,0,0,0,8,0,2021-03-27 17:35:15
41,272.44,2.8,67.0,45.0,0,3,0,14,7,2021-06-10 18:31:22
39,448.35,3.5,59.0,100.0,0,0,0,2,36,2020-02-25 11:16:56
48,413.14,2.6,51.0,154.0,2,5,0,28,2,2018-05-19 12:57:53
46,407.17,6.8,36.0,43.0,0,25,0,1,4,2017-03-10 14:07:35
49,181.42,1.6,30.0,135.0,2,0,2,6,3,2021-05-06 17:31:08
41,202.06,2.6,31.0,78.0,0,3,0,12,12,2019-11-05 10:34:36
35,208.78,2.3,43.0,81.0,1,3,1,20,14,2020-03-22 17:35:07
25,520.52,5.2,51.0,71.0,0,0,0,24,44,2020-03-27 10:56:21
47,10.81,1.2,6.0,5.0,0,0,0,0,0,2016-08-04 16:55:09
44,143.08,1.4,60.0,61.0,2,3,0,29,48,2016-03-22 12:09:29
52,305.44,3.5,42.0,77.0,2,33,0,1,1,2017-12-30 14:58:05
27,116.35,,70.0,42.0,1,0,0,10,47,2018-07-12 15:25:01
19,104.65,1.0,31.0,115.0,7,2,0,3,40,2020-11-18 14:12:20
70,36.0,2.5,7.0,5.0,0,0,0,8,2,2015-04-19 12:26:39
19,16.75,0.2,59.0,69.0,7,0,0,2,12,2021-02-08 11:06:41
57,235.06,2.3,31.0,103.0,0,0,1,29,5,2016-02-23 10:35:13
44,11.71,1.3,6.0,5.0,0,0,0,0,0,2020-04-06 12:14:32
20,381.24,3.8,36.0,118.0,7,0,0,0,115,2016-10-27 11:52:05
19,55.42,0.6,33.0,103.0,18,0,0,13,20,2017-06-30 14:58:20
27,130.2,2.0,50.0,22.0,0,0,0,4,45,2021-09-26 16:23:56
19,74.53,1.0,42.0,71.0,8,2,0,2,11,2020-03-01 15:35:33
37,711.91,8.8,35.0,78.0,0,0,1,10,25,2015-12-04 11:23:53
50,490.0,5.0,31.0,96.0,0,0,0,11,3,2016-10-29 14:16:35
34,513.42,6.2,77.0,21.0,0,38,0,19,21,2017-01-03 18:33:45
45,8.6,1.5,2.0,5.0,0,0,0,0,0,2017-05-14 17:03:51
33,293.15,2.6,63.0,88.0,0,0,0,17,16,2018-06-18 10:58:57
44,127.78,1.7,57.0,38.0,0,2,0,18,5,2018-05-27 11:32:16
54,236.77,2.1,65.0,86.0,0,0,1,15,3,2021-12-03 18:11:07
30,491.89,5.4,53.0,68.0,0,0,2,6,17,2018-01-27 17:47:14
39,264.18,3.7,53.0,28.0,0,4,0,19,6,2018-04-27 18:42:47
21,56.76,0.6,33.0,113.0,5,2,0,0,47,2017-03-17 10:20:48
46,212.6,2.5,67.0,37.0,5,0,0,17,5,2019-11-04 16:50:10
30,882.55,7.2,115.0,99.0,21,37,0,8,59,2021-08-27 16:25:01
21,164.03,2.5,31.0,72.0,0,0,0,4,25,2016-09-10 10:06:39
48,142.82,1.9,54.0,42.0,0,33,0,7,1,2016-02-21 14:10:58
56,1031.43,8.8,65.0,90.0,6,42,0,14,1,2019-01-23 14:09:58
35,347.2,3.1,36.0,108.0,2,4,0,3,36,2021-05-22 10:50:44
52,249.39,4.5,29.0,44.0,4,0,0,19,0,2016-01-15 16:53:17
59,538.26,6.5,53.0,55.0,0,5,0,1,5,2019-05-27 18:51:36
49,468.77,6.6,40.0,52.0,7,1,0,12,3,2017-06-04 11:06:58
38,970.2,9.9,45.0,76.0,0,28,0,23,47,2020-12-12 10:18:47
35,1636.71,5.8,319.0,115.0,18,54,0,13,5,2018-05-01 15:32:24
42,442.46,2.3,102.0,158.0,0,6,0,0,19,2021-02-13 18:01:25
68,25.2,1.4,11.0,4.0,0,0,0,4,3,2021-01-12 10:23:14
21,252.03,4.1,29.0,63.0,9,0,0,0,31,2016-04-27 14:55:48
35,408.13,4.3,67.0,54.0,2,6,0,6,46,2015-01-27 14:54:14
47,311.39,3.1,47.0,76.0,3,23,0,5,4,2020-11-18 17:19:36
59,554.19,5.0,57.0,94.0,0,0,0,22,0,2020-01-29 12:59:06
45,94.57,1.4,31.0,50.0,7,0,0,12,4,2016-08-16 17:58:55
32,763.84,6.2,72.0,75.0,0,30,0,12,14,2016-10-06 18:39:22
19,241.08,2.8,44.0,75.0,8,0,0,6,38,2015-08-19 11:44:29
41,609.28,6.4,62.0,47.0,2,7,0,1,55,2017-03-25 16:13:27
27,282.17,2.9,48.0,71.0,0,0,0,16,15,2021-07-19 16:54:38
45,485.59,6.3,53.0,46.0,2,28,0,5,5,2020-12-02 15:52:45
52,192.95,1.3,101.0,91.0,0,24,0,3,0,2019-02-02 11:33:07
47,489.41,3.9,99.0,57.0,0,0,2,14,4,2015-11-15 11:47:30
56,2800.76,9.6,394.0,60.0,8,4,9,29,11,2018-03-05 10:37:55
42,213.27,2.7,39.0,69.0,0,0,0,1,49,2016-06-19 17:30:53
27,782.75,6.4,94.0,119.0,22,12,2,12,33,2019-05-22 11:31:02
33,12.28,1.0,9.0,6.0,0,0,0,0,0,2021-09-22 12:49:40
40,168.93,2.6,43.0,42.0,0,5,0,22,15,2018-06-03 15:27:18
31,3008.68,16.4,138.0,160.0,76,50,0,12,27,2015-09-07 12:26:58
58,1212.34,7.8,99.0,103.0,4,33,0,5,5,2021-12-18 16:02:03
26,887.14,7.1,75.0,69.0,7,0,0,0,24,2020-02-02 10:34:43
49,461.02,3.7,94.0,45.0,0,0,0,4,5,2016-07-10 17:22:30
45,522.72,4.4,67.0,90.0,3,0,0,1,5,2015-06-15 16:46:32
52,273.97,2.2,104.0,48.0,3,4,2,2,4,2016-03-21 14:21:55
50,25.23,2.8,2.0,9.0,0,0,0,0,0,2018-02-05 10:44:33
53,3.6,1.0,1.0,2.0,0,0,0,2,0,2017-09-22 18:42:38
54,218.62,2.2,50.0,83.0,4,25,0,9,4,2021-10-13 15:09:27
40,928.11,9.4,67.0,60.0,0,0,1,12,4,2017-09-19 16:19:49
27,197.98,2.4,62.0,40.0,3,28,0,14,36,2020-01-16 17:30:27
47,784.78,7.7,54.0,84.0,0,0,0,20,4,2016-04-23 13:14:49
25,378.42,5.1,43.0,42.0,8,19,0,11,67,2018-10-03 13:21:34
21,441.73,6.7,6.0,95.0,5,0,0,2,19,2021-01-20 13:29:37
23,129.01,1.9,33.0,61.0,6,0,0,0,22,2018-01-07 13:06:24
44,142.94,1.7,57.0,50.0,4,3,0,7,13,2021-04-30 15:04:15
